1,0,0,0;-1,-1,-1,0;-1,1,1,0;0,1,-1,1
1,0,0,0;-1,-1,0,-1;-1,-1,-1,1;0,-1,-1,0
1,0,0,0;-1,-1,0,0;1,1,-1,-1;1,1,0,1
1,0,0,0;-1,-1,1,-1;0,1,1,1;0,1,-1,1
1,0,0,0;-1,-1,1,1;-1,0,1,-1;-1,0,1,-1
1,0,0,0;-1,-1,2,-2;0,0,-2,-1;2,0,2,1
1,0,0,0;-1,-1,3,3;-1,2,-2,3;1,-3,-3,-2
1,0,0,0;-1,-2,-3,-1;-1,1,0,1;-1,-3,-2,0
1,0,0,0;-1,-2,1,-1;0,-1,-2,1;0,2,2,1
1,0,0,0;-1,-3,-1,-2;-1,-4,4,-4;1,1,2,-1
1,0,0,0;-1,-3,-5,-3;3,-2,0,5;4,1,-1,-5
1,0,0,0;-1,-37,-52,44;17,21,34,54;35,12,60,8
1,0,0,0;-1,0,-1,-1;-1,0,2,1;1,0,0,2
1,0,0,0;-1,0,-1,0;1,-1,1,0;1,1,1,1
1,0,0,0;-1,0,0,-1;-1,1,-1,-1;-1,-1,1,-1
1,0,0,0;-1,0,0,1;0,0,1,1;0,-1,0,-1
1,0,0,0;-1,0,1,0;-1,-1,-1,-1;0,-1,-1,0
1,0,0,0;-1,0,1,1;0,1,-1,0;0,1,0,0
1,0,0,0;-1,1,-1,0;0,-1,0,-1;-1,1,1,0
1,0,0,0;-1,1,-1,1;1,1,-1,-1;-1,0,1,2
1,0,0,0;-1,1,0,-1;0,0,-1,1;-1,-1,-1,1
1,0,0,0;-1,1,0,0;2,0,0,2;0,1,2,-2
1,0,0,0;-1,1,1,-2;-3,-2,-1,2;-2,1,-2,-3
1,0,0,0;-1,1,2,-2;3,0,-2,1;3,0,-1,-3
1,0,0,0;-1,18,11,9;3,-15,-4,5;4,6,-6,-15
1,0,0,0;-1,18,14,9;6,-14,-6,2;2,3,-3,-14
1,0,0,0;-1,19,12,9;4,-14,-2,3;2,4,-6,-15
1,0,0,0;-1,2,-1,-2;-2,-2,-1,0;0,2,1,-2
1,0,0,0;-1,2,-2,0;-1,-1,2,1;1,-2,1,1
1,0,0,0;-1,2,1,-2;2,1,0,-2;1,1,-1,-1
1,0,0,0;-1,20,10,10;2,-15,-2,4;6,6,-6,-16
1,0,0,0;-1,20,12,10;4,-14,-6,3;5,5,-5,-16
1,0,0,0;-1,21,10,9;2,-14,-3,4;3,5,-4,-14
1,0,0,0;-1,22,10,6;2,-17,-2,2;5,3,-3,-15
1,0,0,0;-1,3,-1,1;-3,0,-2,-2;-3,-1,0,-1
1,0,0,0;-1,3,2,0;-1,-6,1,3;2,3,0,-4
1,0,0,0;-1,3,5,0;3,-5,-1,1;0,-1,0,-5
1,0,0,0;-1,318,193,126;66,-256,-66,66;62,65,-63,-256
1,0,0,0;-1,319,191,128;64,-256,-64,64;66,63,-66,-257
1,0,0,0;-1,319,194,126;62,-258,-64,63;63,65,-66,-256
1,0,0,0;-1,320,192,130;63,-254,-66,64;66,62,-63,-257
1,0,0,0;-1,321,190,127;64,-254,-62,65;63,66,-63,-256
1,0,0,0;-1,321,194,128;63,-256,-62,65;64,65,-63,-258
1,0,0,0;-1,322,192,130;66,-255,-66,65;65,65,-66,-254
1,0,0,0;-1,4,-1,5;5,-1,-5,3;-5,3,2,5
1,0,0,0;-1,4,2,0;3,-4,-2,1;1,0,-1,-3
1,0,0,0;-1,4,4,1;0,-2,-2,1;3,1,0,-5
1,0,0,0;-1,5,1,3;1,-2,1,0;2,2,-2,-3
1,0,0,0;-1,5,4,4;3,-5,0,0;3,3,1,-6
1,0,0,0;-1,6,1,4;3,-2,-2,0;-1,2,0,-4
1,0,0,0;-1,6,4,0;0,-2,-2,3;-1,1,1,-5
1,0,0,0;-1,7,3,3;2,-3,-3,3;0,2,1,-3
1,0,0,0;-1,78,46,32;16,-65,-18,16;17,14,-17,-64
1,0,0,0;-1,79,47,32;17,-66,-15,14;15,18,-15,-65
1,0,0,0;-1,80,47,30;14,-62,-18,15;15,15,-14,-64
1,0,0,0;-1,80,50,31;14,-62,-15,17;17,15,-18,-64
1,0,0,0;-1,81,50,32;14,-64,-16,16;18,17,-14,-66
1,0,0,0;-1,82,50,30;16,-63,-17,15;14,17,-17,-63
1,0,0,0;-11,15,17,-29;-4,-55,8,50;-26,40,-16,26
1,0,0,0;-14,-59,12,57;0,-57,46,-51;-22,3,-48,-10
1,0,0,0;-18,-47,45,60;-60,32,-26,35;-22,-52,-30,8
1,0,0,0;-2,-1,-2,-2;3,1,1,0;1,3,1,-1
1,0,0,0;-2,-1,1,1;-1,-2,-3,3;3,-3,-2,0
1,0,0,0;-2,-2,-1,1;0,1,-2,-1;-2,-2,2,-2
1,0,0,0;-2,-2,0,-1;-2,-1,1,-1;1,0,-2,-2
1,0,0,0;-2,-2,1,-3;-3,1,3,2;3,-1,2,-2
1,0,0,0;-2,-2,4,5;3,-1,0,-2;-3,1,-4,0
1,0,0,0;-2,-4,5,0;-1,-5,3,0;-4,0,5,-3
1,0,0,0;-2,0,-3,-2;-3,-1,1,1;1,1,-2,0
1,0,0,0;-2,0,1,-2;1,-1,-2,1;-1,2,-2,-1
1,0,0,0;-2,0,2,1;1,0,0,-2;-1,0,-1,2
1,0,0,0;-2,1,-2,0;-2,0,-1,-2;-1,-2,2,-2
1,0,0,0;-2,1,0,0;0,-2,-2,-1;1,1,2,1
1,0,0,0;-2,1,3,-1;0,-1,1,-1;2,0,2,-1
1,0,0,0;-2,18,12,7;5,-15,-5,2;2,2,-6,-14
1,0,0,0;-2,19,12,10;5,-18,-3,5;2,5,-6,-16
1,0,0,0;-2,19,13,8;6,-15,-2,3;5,2,-5,-15
1,0,0,0;-2,2,-2,1;0,0,2,1;0,-1,1,-1
