1,0,0,0;-1,-1,-1,-1;-1,-1,-1,-1;-1,1,1,0
1,0,0,0;-1,-1,-1,-1;-1,-1,-1,-1;0,0,-1,1
1,0,0,0;-1,-1,-1,-1;-1,1,0,1;-1,1,1,0
1,0,0,0;-1,-1,-1,0;-1,0,-1,0;-1,1,-1,0
1,0,0,0;-1,-1,-1,0;-1,0,-1,1;-1,0,0,0
1,0,0,0;-1,-1,-1,0;-1,1,-1,1;1,0,0,-1
1,0,0,0;-1,-1,-1,0;-1,1,1,0;0,1,-1,1
1,0,0,0;-1,-1,-1,0;0,-1,-1,-1;1,0,-1,1
1,0,0,0;-1,-1,-1,0;0,-1,0,1;-1,1,-1,-1
1,0,0,0;-1,-1,-1,0;1,1,-1,1;-1,0,1,1
1,0,0,0;-1,-1,-1,1;-1,1,1,-1;1,-1,1,0
1,0,0,0;-1,-1,-1,1;0,1,1,-1;1,1,0,1
1,0,0,0;-1,-1,-1,2;-2,0,2,2;-1,-1,0,1
1,0,0,0;-1,-1,-2,-2;-1,2,0,1;1,2,2,1
1,0,0,0;-1,-1,0,-1;-1,-1,-1,1;0,-1,-1,0
1,0,0,0;-1,-1,0,-1;-1,0,1,1;0,-1,0,-1
1,0,0,0;-1,-1,0,-1;0,1,-1,-1;-1,-1,1,1
1,0,0,0;-1,-1,0,-1;1,-1,0,-1;0,1,0,0
1,0,0,0;-1,-1,0,0;-1,1,1,1;0,0,-1,1
1,0,0,0;-1,-1,0,0;-2,-2,2,0;1,2,2,-2
1,0,0,0;-1,-1,0,0;0,-1,1,1;0,0,1,0
1,0,0,0;-1,-1,0,0;1,0,-1,0;1,0,1,0
1,0,0,0;-1,-1,0,0;1,1,-1,-1;1,1,0,1
1,0,0,0;-1,-1,0,0;1,1,1,1;1,1,0,0
1,0,0,0;-1,-1,0,1;-1,0,0,1;1,-1,0,0
1,0,0,0;-1,-1,0,1;-1,0,1,0;0,-1,0,-1
1,0,0,0;-1,-1,0,1;-1,1,1,-1;-1,-1,1,0
1,0,0,0;-1,-1,0,1;1,0,1,1;-1,-1,1,0
1,0,0,0;-1,-1,1,-1;-1,-1,-1,-1;1,-1,0,0
1,0,0,0;-1,-1,1,-1;-1,1,0,1;0,0,1,0
1,0,0,0;-1,-1,1,-1;0,1,1,1;0,1,-1,1
1,0,0,0;-1,-1,1,-1;1,-1,-1,0;0,0,-1,-1
1,0,0,0;-1,-1,1,-1;1,0,1,-1;1,-1,-1,1
1,0,0,0;-1,-1,1,-1;1,1,-1,-1;1,0,-1,1
1,0,0,0;-1,-1,1,0;-1,1,1,-1;1,0,1,-1
1,0,0,0;-1,-1,1,0;0,-1,0,0;-1,0,0,-1
1,0,0,0;-1,-1,1,0;0,1,-1,0;-1,-1,0,1
1,0,0,0;-1,-1,1,0;1,0,0,1;0,-1,1,-1
1,0,0,0;-1,-1,1,1;-1,0,1,-1;-1,0,1,-1
1,0,0,0;-1,-1,1,1;0,0,-1,1;1,0,-1,1
1,0,0,0;-1,-1,1,1;1,-1,1,1;0,-1,-1,-1
1,0,0,0;-1,-1,1,2;1,0,0,2;1,0,2,1
1,0,0,0;-1,-1,2,-1;-2,0,-2,-2;-2,-2,-2,-1
1,0,0,0;-1,-1,2,-1;1,-1,-2,2;-1,-2,2,-2
1,0,0,0;-1,-1,2,-1;2,-2,2,0;-2,-2,2,-1
1,0,0,0;-1,-1,2,-2;0,-1,-2,0;-1,1,-2,-2
1,0,0,0;-1,-1,2,-2;0,0,-2,-1;2,0,2,1
1,0,0,0;-1,-1,2,-2;1,2,-1,1;1,0,-1,2
1,0,0,0;-1,-1,2,-3;-4,-1,-1,-5;5,-1,1,-3
1,0,0,0;-1,-1,2,1;-3,1,-1,1;-3,-2,0,1
1,0,0,0;-1,-1,2,2;0,-1,2,0;1,2,2,2
1,0,0,0;-1,-1,2,5;1,4,0,0;-4,3,2,-3
1,0,0,0;-1,-1,3,-1;4,1,-3,-5;-5,-3,1,5
